KEY,FREQ,REF_AREA,ADJUSTMENT,ICP_ITEM,DATA_PROVIDER,ICP_SUFFIX,TIME_PERIOD,OBS_VALUE,EMBARGO_TIME,COMMENT_OBS,PRE_BREAK_VALUE,CONF_STATUS,OBS_STATUS,TRANSFORMATION,COMMENT_TS,TIME_PER_COLLECT,ADJU_DETAIL,UPDATE_STATUS,TIME_FORMAT,BREAKS,COMPILING_ORG,DATA_COMP,DISS_ORG,DOM_SER_IDS,UNIT_INDEX_BASE,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT,COMMENT_DSET
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2000-11,65.98,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2000-12,66.1,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2001-01,66.18,,Introduction of harmonised treatment of price reductions in Spain and Italy as of Jan01,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2001-02,66.22,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2001-03,66.31,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2001-04,66.43,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2001-05,66.55,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2001-06,66.66,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2001-07,66.81,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
HICP.M.U2.Y.XEF000.4F0.INX,M,U2,Y,XEF000,4F0,INX,2001-08,66.94,,,,F,A,,,A,,,P1M,,4F0,,,,2025 = 100,,2,,"HICP Inflation rate - Total excluding energy, food, alcohol and tobacco - Index","Euro area (Member States and Institutions of the Euro Area) changing composition - HICP - Total excluding energy, food, alcohol and tobacco, Index, European Central Bank (ECB), Working day and seasonally adjusted",IX,0,
